date,tavg,tmin,tmax,prcp
2008-02-28,25.9,,32.1,
2008-02-29,26.6,22.5,32.3,
2008-03-01,26.6,,32.8,
2008-03-02,26.7,,33.1,
2008-03-03,25.3,,33.2,
2008-03-04,25.2,19.5,32.6,
2008-03-05,26.1,20,32.8,
2008-03-06,25.9,,32.6,
2008-03-07,25.6,,32.6,
2008-03-08,25.5,,33.9,
2008-03-09,25.7,,33.9,
2008-03-10,26.5,,33,
2008-03-11,26.2,,31.9,
2008-03-12,26.2,,31,7.9
2008-03-13,26.1,,30.1,1
2008-03-14,25.8,,29.9,18
2008-03-15,27.4,,31.9,4.1
2008-03-16,27.5,,32.7,0
2008-03-17,27.7,24.7,32.1,
2008-03-18,28.2,,33.4,
2008-03-19,28.2,,32.6,
2008-03-20,26.9,,32.1,0.3
2008-03-21,24.7,,29.3,7.9
2008-03-22,26.1,23.3,29.5,78
2008-03-23,27.8,24.8,31.9,0.3
2008-03-24,26.6,,32.3,0.5
2008-03-25,27.1,,31.8,55.9
2008-03-26,27.3,,32.5,0
2008-03-27,28.6,25,33.2,
2008-03-28,27.9,,33.7,
2008-03-29,28,,32.9,
2008-03-30,27.8,,33,
2008-03-31,27.7,,33.9,
2008-04-01,28.4,,33.8,
2008-04-02,28.6,,33.6,
2008-04-03,28.6,,34.8,
2008-04-04,28.4,,32.9,
2008-04-05,28.3,,33.3,
2008-04-06,27.8,,33,
2008-04-07,28.4,,33,
2008-04-08,27,,33,
2008-04-09,27.6,,33.1,
2008-04-10,28.3,,34.4,
2008-04-11,28.8,,35,
2008-04-12,28.8,,34.2,
2008-04-13,28.8,25.5,34,
2008-04-14,29.6,,,
2008-04-15,29.2,,34.3,
2008-04-16,29.3,,34.4,
2008-04-17,29.3,,35.5,
2008-04-18,30.4,26.2,,
2008-04-19,30,,37.6,
2008-04-20,30.8,,37.3,
2008-04-21,30.3,,37.6,
2008-04-22,30.2,26.4,37.3,
2008-04-23,30.4,26.9,,
2008-04-24,29.8,,,
2008-04-25,29.8,,34.3,
2008-04-26,29.9,,34.6,
2008-04-27,30.6,,36.7,
2008-04-28,30.6,27.7,35.9,
2008-04-29,31.3,,37.6,
2008-04-30,31.7,28.8,38.1,
2008-05-01,32.9,,41.2,
2008-05-02,32.6,,41,
2008-05-03,32.7,,42,
2008-05-04,31.8,,40.3,
2008-05-05,31.8,,42.2,
2008-05-06,32.1,27.7,40.3,
2008-05-07,31.7,,40.5,
2008-05-08,31,,38.5,
2008-05-09,31.4,,39.9,
2008-05-10,31.4,,41.1,
2008-05-11,31.9,,41.2,
2008-05-12,31.6,,41.4,
2008-05-13,32.6,24.2,41.2,
2008-05-14,31.9,,41.4,
2008-05-15,32.8,,41.5,
2008-05-16,33,27.8,42.3,
2008-05-17,33.5,,42,
2008-05-18,33.8,,41.9,
2008-05-19,33.3,,41.5,
2008-05-20,32.5,,40.3,
2008-05-21,31.1,,40.1,
2008-05-22,30.3,,36.7,0
2008-05-23,31,,37.1,
2008-05-24,31.8,27.4,39,
2008-05-25,31.6,,38.6,
2008-05-26,30.9,,39.6,
2008-05-27,32.3,27.2,39.1,
2008-05-28,31.9,,39.3,
2008-05-29,32.2,,40.4,
2008-05-30,31.6,,39,
2008-05-31,30.7,,40,
2008-06-01,30.6,26.7,37,
2008-06-02,31.1,27.4,37,
2008-06-03,30.9,27.6,36.6,
2008-06-04,30.4,,38.4,
2008-06-05,32.7,27.8,40.6,
2008-06-06,31.9,,38.6,
2008-06-07,31.4,,37.8,
2008-06-08,29.9,,36.4,1
2008-06-09,31.2,,36.4,0.5
2008-06-10,31.2,28.9,36.5,0
2008-06-11,29.9,,37.6,
2008-06-12,29.7,25.2,34.5,14
2008-06-13,30.5,,34,0
2008-06-14,30.6,,36,
2008-06-15,32.3,,37.3,
2008-06-16,31.8,,38,
2008-06-17,32.2,,37.8,0
2008-06-18,31.2,28,37.3,
2008-06-19,31.8,,38.4,
2008-06-20,31.5,,38.8,
2008-06-21,30.2,,38.7,
2008-06-22,29.6,23.7,36.3,33
2008-06-23,31,26.8,36.3,0
2008-06-24,30.7,,37.8,
2008-06-25,29.3,,38.3,
2008-06-26,29.4,26.2,35.5,5.1
2008-06-27,30.4,,38,0
2008-06-28,29.3,,34.7,0.5
2008-06-29,29.7,25.3,36.1,1
2008-06-30,31.7,,38.4,0
2008-07-01,30.2,,37,
2008-07-02,31.1,26,38.1,2
2008-07-03,30.5,,38,0
2008-07-04,30.6,,37.5,0.8
2008-07-05,30.7,,37,0
2008-07-06,29.8,,34.8,
2008-07-07,29.4,,37.1,0
2008-07-08,30.9,25.8,37.2,5.1
2008-07-09,29.6,,35.3,0
2008-07-10,29.3,25.2,34.9,10.9
2008-07-11,30.6,26.2,37.4,0
2008-07-12,30.5,,38,
2008-07-13,30.7,,37.2,0
2008-07-14,30.7,,37.5,
2008-07-15,30.5,26.8,36.4,
2008-07-16,30.3,26.7,,
2008-07-17,30.7,,37.5,
2008-07-18,30.3,,38,
2008-07-19,30.5,,38,
2008-07-20,30.2,,36.4,
2008-07-21,30.3,,35.7,
2008-07-22,30.4,,35.7,
2008-07-23,30.5,27.6,36.5,
2008-07-24,29.1,,37.4,
2008-07-25,29.1,25.2,33.4,
2008-07-26,29,,34.5,0
2008-07-27,27.1,,34.5,2
2008-07-28,28.2,23.6,33.2,16
2008-07-29,29.8,26,36,2
2008-07-30,29.6,,36,0
2008-07-31,30.9,26.8,37,0.5
2008-08-01,29.7,,38.3,0
2008-08-02,29.3,26.2,33.4,7.1
2008-08-03,28.7,,33.5,0
2008-08-04,28.6,24.6,33,7.1
2008-08-05,29.8,26.4,36,0
2008-08-06,30.3,27,35.5,
2008-08-07,29.8,,37,
2008-08-08,26.8,,30.5,
2008-08-09,27.8,23.7,30,
2008-08-10,29,,34.3,0
2008-08-11,30.6,25.8,36.2,1
2008-08-12,29.8,,36.4,0
2008-08-13,30.4,25.7,35.7,0
2008-08-14,28.8,,33.2,0.5
2008-08-15,28.8,,33.2,0
2008-08-16,28.7,,,
2008-08-17,28,,35.1,0
2008-08-18,27.9,,33.7,15
2008-08-19,28.2,,34.8,1
2008-08-20,27.9,22.7,32.7,43.9
2008-08-21,28.4,,34.7,0
2008-08-22,29.1,24.2,35.6,10.9
2008-08-23,29.3,,35.4,0
2008-08-24,30.1,26.6,35.5,0
2008-08-25,29.4,26.7,34.5,
2008-08-26,29.3,26.2,35.2,
2008-08-27,29.3,,34,
2008-08-28,29.3,,34,
2008-08-29,29.2,26.2,34,
2008-08-30,29.2,,34,
2008-08-31,28.8,,33.6,
2008-09-01,27.8,,31.7,
2008-09-02,29.3,25.2,33.8,
2008-09-03,28.8,23.4,34.2,39.9
2008-09-04,29.4,,33.5,0
2008-09-05,29.8,26.6,34.5,
2008-09-06,27.7,,33.5,0
2008-09-07,28.7,,35.1,0
2008-09-08,27.5,23.2,29.8,6.1
2008-09-09,27.8,25.5,31,1
2008-09-10,28.2,,33.4,1
2008-09-11,29.7,,,4.1
2008-09-12,29.4,,35,0
2008-09-13,30.2,,36,
2008-09-14,29.8,,37.2,
2008-09-15,30,24.2,35.1,10.9
2008-09-16,30.3,,34.6,0
2008-09-17,30.4,,36.3,
2008-09-18,30.2,,35.6,
2008-09-19,29.9,24.7,36.5,
2008-09-20,27.8,,35.7,
2008-09-21,28.2,,32.6,10.9
2008-09-22,29.8,,35.9,0
2008-09-23,29.4,25.7,35.5,
2008-09-24,28.1,,36.8,
2008-09-25,28.2,,33.7,
2008-09-26,29.6,25.8,36,
2008-09-27,29.7,,36.2,
2008-09-28,29,25.3,34.8,
2008-09-29,27.8,,34.4,
2008-09-30,28.4,23.4,33.8,
2008-10-01,29.1,26,34.5,
2008-10-02,29.1,,35.4,
2008-10-03,28.8,,33.6,
2008-10-04,28.2,,33.1,
2008-10-05,28.9,,35,
2008-10-06,28.8,,34,
2008-10-07,29.3,,35.2,
2008-10-08,29.4,26,35,
2008-10-09,29.1,,35.3,
2008-10-10,28.3,,33.5,
2008-10-11,27.8,,33.6,
2008-10-12,25.8,,29.6,21.1
2008-10-13,26.4,24.7,30.3,40.9
2008-10-14,26.2,,30.6,19.1
2008-10-15,27.6,,32.4,6.1
2008-10-16,25.8,,29.9,9.9
2008-10-17,27.2,,32.4,6.1
2008-10-18,27.1,,31,30
2008-10-19,27.9,24.7,,5.1
2008-10-20,26.2,24.6,28.7,11.9
2008-10-21,25.1,23.7,27.5,96
2008-10-22,24.2,,27.3,30
2008-10-23,26.2,,31,38.1
2008-10-24,25.1,,31.3,17
2008-10-25,26.8,24,31.2,122.9
2008-10-26,26.2,,31.6,0
2008-10-27,26,,33.6,0
2008-10-28,25.1,,33,
2008-10-29,24.9,,31.8,
2008-10-30,24.7,,,
2008-10-31,26.3,20.7,33.4,
2008-11-01,25.2,,32,
2008-11-02,25.1,,33.4,
2008-11-03,25.7,20.4,33.4,
2008-11-04,25.2,,31.6,
2008-11-05,25.1,,32.4,
2008-11-06,25.1,,31.9,
2008-11-07,25.3,,31.7,
2008-11-08,26.6,23.8,32.2,
2008-11-09,26.3,,32.3,
2008-11-10,25.1,,32.1,
2008-11-11,25.8,,31.4,
2008-11-12,24.8,,30.4,3
2008-11-13,24.2,,29,3
2008-11-14,24.2,,28.6,5.1
2008-11-15,25.1,,32,0.3
2008-11-16,27.3,22.7,31.8,14
2008-11-17,25.9,,31.4,0
2008-11-18,26.3,,32.1,
2008-11-19,26.7,,31.7,
2008-11-20,27.4,,31.7,0
2008-11-21,25.7,,31.8,0
2008-11-22,24.3,,27.1,49
2008-11-23,24.7,23,28.4,24.9
2008-11-24,25.9,24.2,29.8,23.1
2008-11-25,24.8,,,0.3
2008-11-26,24.2,22.2,26.7,113
2008-11-27,23.4,23,26,134.1
2008-11-28,24.4,,,278.9
2008-11-29,25.2,,29.7,49
2008-11-30,26.1,,30,6.1
2008-12-01,26.8,23.7,,1
2008-12-02,25.4,,30.4,0.3
2008-12-03,24.8,21,30.6,0
2008-12-04,24.8,20.7,29.9,
2008-12-05,25.6,21.7,30,
2008-12-06,24.9,,29.8,
2008-12-07,25.3,22.8,30.3,
2008-12-08,25.6,,29.5,
2008-12-09,24.6,,27.1,5.1
2008-12-10,25.3,,30.4,1
2008-12-11,25.2,,30.2,0
2008-12-12,25.3,23,29.9,
2008-12-13,25.6,,29.6,
2008-12-14,25.6,,30.6,
2008-12-15,25.7,,30,
2008-12-16,25.5,,30.1,0.3
2008-12-17,26.3,,,0
2008-12-18,26.2,,30.4,
2008-12-19,25.1,,30.6,
2008-12-20,25.1,,30.2,
2008-12-21,24.2,,30.4,
2008-12-22,25.2,20.8,30.3,
2008-12-23,25.4,21.3,31,
2008-12-24,25.2,,30.6,0
2008-12-25,24.8,,30.4,0
2008-12-26,25.6,,30.4,
2008-12-27,24.1,,30.6,
2008-12-28,24.1,,30.9,
2008-12-29,23.7,18.3,30,
2008-12-30,23.8,,,
2008-12-31,24.5,,30.4,
2009-01-01,23.3,,29.4,
2009-01-02,24.1,,,
2009-01-03,24.8,,30.4,
2009-01-04,24.5,19.8,30.2,
2009-01-05,24.2,19.8,30,
2009-01-06,25.3,19.6,30.2,
2009-01-07,24.1,,27.3,
2009-01-08,25.1,21.7,,26.9
2009-01-09,25.6,21.5,29.2,0
2009-01-10,25.3,21.1,,
2009-01-11,25.9,21.2,30,
2009-01-12,25.1,,,
2009-01-13,27.1,22,,
2009-01-14,26.9,24,31,0.5
2009-01-15,26.4,,,0.5
2009-01-16,25.6,,,7.1
2009-01-17,24.8,,,0
2009-01-18,24.4,,30.2,
2009-01-19,24.6,,30.7,
2009-01-20,24.7,20,,
2009-01-21,25,,30.1,
2009-01-22,24.3,,,
2009-01-23,24.6,19.8,30,
2009-01-24,24.1,19.6,29.4,
2009-01-25,25.3,20.2,30.3,
2009-01-26,24.7,20.7,30.4,
2009-01-27,26,21.6,31,
2009-01-28,26.4,22.6,31.3,
2009-01-29,25.7,,31.1,
2009-01-30,25.2,,33.5,
2009-01-31,25.4,21.2,32,
2009-02-01,25.5,20.7,31.5,
2009-02-02,26.3,,31.1,
2009-02-03,26.9,21.4,31.6,
2009-02-04,26.8,,32.5,
2009-02-05,25.9,21,,
2009-02-06,25.4,,31,
2009-02-07,25.4,20.5,30.6,
2009-02-08,25.9,21.7,31,
2009-02-09,25.6,,30.5,
2009-02-10,25.1,,30.4,
2009-02-11,25.2,19.2,,
2009-02-12,25.6,,31.4,
2009-02-13,26.6,20,33.9,
2009-02-14,26.7,21,33,
2009-02-15,25.8,20.2,32,
2009-02-16,25.6,,31.1,
2009-02-17,25.9,21.2,31.3,
2009-02-18,25.7,,31.4,
2009-02-19,25.9,21.7,31.5,
2009-02-20,26.9,22.2,31.3,
2009-02-21,27.4,23.8,32.4,
2009-02-22,27.4,,32.3,
2009-02-23,27.9,20.7,33.2,
2009-02-24,28.9,23.7,35.6,
2009-02-25,28.9,24.6,35.5,
2009-02-26,29.2,24.8,36.1,
2009-02-27,28.3,,,
2009-02-28,28.4,22.2,,
2009-03-01,29.1,22.1,37.3,
2009-03-02,28.8,,36,
2009-03-03,27.8,,33.9,
2009-03-04,28.6,23,35.1,
2009-03-05,29.7,23.7,36.6,
2009-03-06,29.1,23.7,36.9,
2009-03-07,28.6,,35.5,
2009-03-08,27.6,22.7,,
2009-03-09,26.8,23.2,,
2009-03-10,25.8,23.2,,0
2009-03-11,27.9,,33.5,2
2009-03-12,28.1,,35,0
2009-03-13,28.3,,33.7,
2009-03-14,28,24,33.1,
2009-03-15,27.4,24.8,32,
2009-03-16,28.1,23.5,33.5,
2009-03-17,27.5,22.7,33.3,
2009-03-18,28,22.4,33.4,
2009-03-19,28.6,23.6,34.6,
2009-03-20,29,24.2,,
2009-03-21,28.4,24.7,33.1,
2009-03-22,28.8,24.7,,
2009-03-23,28.8,23.7,34.4,
2009-03-24,28.8,25,33.5,
2009-03-25,29.2,25,34.3,
2009-03-26,28.8,,33.6,
2009-03-27,29.4,23.8,35.4,
2009-03-28,29,,34.3,
2009-03-29,29.1,24.4,34.1,
2009-03-30,29.4,24.2,,
2009-03-31,29.6,,35,
2009-04-01,29.2,24.7,,
2009-04-02,29.1,,,
2009-04-03,29.5,24.7,34.1,
2009-04-04,29.7,24.9,35.5,
2009-04-05,29.6,,36.1,
2009-04-06,30.2,26.2,35.4,
2009-04-07,30.3,26,,
2009-04-08,30.1,25.7,35.4,
2009-04-09,30,,35,
2009-04-10,29.7,25.7,33.9,
2009-04-11,29.8,,34,
2009-04-12,29.3,,34.6,
2009-04-13,30.1,25,35.5,
2009-04-14,30.9,,38.5,
2009-04-15,31.1,,,
2009-04-16,31.7,,39.1,
2009-04-17,31.7,27.6,,
2009-04-18,31.3,,,
2009-04-19,31.9,27.2,37.1,
2009-04-20,32.2,27.5,,
2009-04-21,32.2,27.7,38,
2009-04-22,32.5,27.6,39.6,
2009-04-23,32.2,27.8,,
2009-04-24,31.9,27.9,38.4,
2009-04-25,31.6,27.8,37,
2009-04-26,31.4,28,36.5,
2009-04-27,31,27.5,,
2009-04-28,30.9,26.9,,
2009-04-29,31.7,26.7,38,
2009-04-30,31.8,27.3,,
2009-05-01,31.7,27.2,,
2009-05-02,32.1,27.4,39.4,
2009-05-03,32.8,27.8,,
2009-05-04,31.8,,38.6,
2009-05-05,30.9,26.2,36.2,0
2009-05-06,32.4,27.7,,
2009-05-07,32.5,28.2,38.5,
2009-05-08,32.2,28.1,,
2009-05-09,32.8,28,,
2009-05-10,32.7,28.6,39,
2009-05-11,33.1,28.7,,
2009-05-12,32.4,28.4,38.1,
2009-05-13,33.4,28.2,41.9,
2009-05-14,33.9,21.9,42,
2009-05-15,30.8,,38,
2009-05-16,30.2,24,34.1,26.9
2009-05-17,31,26.8,,0
2009-05-18,30.9,27.8,,
2009-05-19,31.3,27.7,,
2009-05-20,31.8,27.4,,
2009-05-21,31,,37,
2009-05-22,30.8,27.2,,
2009-05-23,32,,40.5,
2009-05-24,31.6,24.2,36,13
2009-05-25,34.5,,39.4,0
2009-05-26,32.8,,39,0
2009-05-27,33,28,41,0
2009-05-28,32.2,,41,
2009-05-29,32.4,,40.5,
2009-05-30,32.4,,39.2,
2009-05-31,31.6,27.3,39.6,
2009-06-01,31.6,27.3,38.5,
2009-06-02,33.4,29,40,
2009-06-03,33.4,29.3,40.4,
2009-06-04,33.1,,40.5,
2009-06-05,33.2,,39.6,
2009-06-06,31.7,,37,
2009-06-07,32.4,27.2,39,0
2009-06-08,32.4,28.7,39,
2009-06-09,33.1,28.7,41.4,
2009-06-10,33,,40.9,
2009-06-11,31.6,,36.8,
2009-06-12,31,,,
2009-06-13,31.6,27,38.9,
2009-06-14,32.4,27.7,40,
2009-06-15,33,28.8,40.5,0
2009-06-16,32.9,,39.5,
2009-06-17,33.4,29,,
2009-06-18,32.8,28.7,39.6,
2009-06-19,32.7,,39.8,
2009-06-20,32.1,,40,
2009-06-21,32.4,26.2,38.7,1
2009-06-22,32.2,,39.9,0
2009-06-23,33.4,26.8,40.5,2
2009-06-24,32.3,,40,0
2009-06-25,31.5,26.8,40.3,1
2009-06-26,31.7,26.4,37.2,4.1
2009-06-27,30.4,,37.4,0.3
2009-06-28,31.3,,38.6,0
2009-06-29,31.9,27.2,,
2009-06-30,32.2,,38.7,
2009-07-01,31.9,,38.6,
2009-07-02,31.3,,37,
2009-07-03,32.2,25.5,36.9,5.1
2009-07-04,31.1,,36.3,0
2009-07-05,30.8,26.3,34.5,4.1
2009-07-06,32.9,28.4,38,0
2009-07-07,32.3,28.7,36,
2009-07-08,32.1,28.2,,
2009-07-09,31.4,,,0.5
2009-07-10,31.3,27.4,37.8,0
2009-07-11,32.5,27,39,
2009-07-12,32.3,,39.6,
2009-07-13,33.7,,38.6,
2009-07-14,32.6,29.7,36.3,0
2009-07-15,31.9,,37,
2009-07-16,32.6,26.6,38.4,
2009-07-17,32.3,28.7,38.5,
2009-07-18,33.5,29.6,38.2,
2009-07-19,31.6,,38.5,
2009-07-20,32.5,25.8,37.4,
2009-07-21,33.8,28.7,38.8,
2009-07-22,33.7,29.2,38.6,0
2009-07-23,33.1,28.3,39.9,
2009-07-24,32.1,,38.7,
2009-07-25,32.2,,39.5,
2009-07-26,31.9,26.2,38.7,2
2009-07-27,30.6,,,0
2009-07-28,29.7,25.2,36.9,15
2009-07-29,30.1,25.5,36,3
2009-07-30,29,,36.7,0
2009-07-31,28.5,,35.4,34
2009-08-01,29.4,23.8,35.9,19.1
2009-08-02,31.4,24.3,37.6,18
2009-08-03,31.8,27.7,37.9,0
2009-08-04,30.4,,37.9,
2009-08-05,30.3,24.5,37,
2009-08-06,30.7,,37.5,
2009-08-07,31.1,,38.1,
2009-08-08,30.3,,37.9,0
2009-08-09,30.5,26.7,37.1,3
2009-08-10,30.4,,37.4,0
2009-08-11,30.8,25.7,37.3,2
2009-08-12,30.4,,36.2,0
2009-08-13,30.9,,38,
2009-08-14,29.9,,38,
2009-08-15,27,,30.8,27.9
2009-08-16,28.3,25.3,33.9,0
2009-08-17,25.8,,28.4,0
2009-08-18,28.4,,32.5,20.1
2009-08-19,28.9,25.4,33,0.3
2009-08-20,29,25.8,33,0
2009-08-21,29.4,26.6,35.2,0
2009-08-22,30,26.3,35.8,
2009-08-23,28.9,,35,
2009-08-24,28.8,24.6,33.5,
2009-08-25,29.7,26.7,33.9,
2009-08-26,28.1,,36.5,
2009-08-27,30.1,24.7,36,
2009-08-28,30.6,26.2,36.3,0
2009-08-29,30.9,,36.8,0
2009-08-30,29.2,,36.5,
2009-08-31,26.2,,30,7.9
2009-09-01,26.6,23.1,29.4,42.9
2009-09-02,27.6,24.2,33,4.1
2009-09-03,28.2,,,0.8
2009-09-04,30,24.7,,20.1
2009-09-05,31.4,,35.5,0
2009-09-06,30.7,,36,
2009-09-07,31.1,26.5,36.4,0
2009-09-08,31.5,24.3,,0
2009-09-09,31.6,,,
2009-09-10,31.5,26.7,,
2009-09-11,31.2,26.5,36.4,
2009-09-12,31.4,27.7,,
2009-09-13,31.2,26.8,,
2009-09-14,31.4,26.2,,
2009-09-15,31.1,,,
2009-09-16,29.6,23.6,,16
2009-09-17,31.6,25.8,,3
2009-09-18,30.9,25.6,,0
2009-09-19,28.2,,,
2009-09-20,29.7,,,30
2009-09-21,30.2,25.6,33,0
2009-09-22,30.8,25.9,,
2009-09-23,29.5,,,
2009-09-24,31.7,,,
2009-09-25,29.7,,,
2009-09-26,31.2,,,
2009-09-27,28.3,,,0.5
2009-09-28,30,22,,40.9
2009-09-29,29,,,0.5
2009-09-30,30.1,25.2,33.4,4.1
2009-10-01,30.2,26.4,,0.3
2009-10-02,31.3,26.7,,0
2009-10-03,31.9,26.3,,
2009-10-04,32.3,27.3,,
2009-10-05,31.8,26,,
2009-10-06,31.8,26.4,,
2009-10-07,31.8,27,,
2009-10-08,31.4,27.3,,
2009-10-09,29.1,,34.8,
2009-10-10,30.7,26.6,35,0
2009-10-11,30.4,,34.2,
2009-10-12,30.3,,,
2009-10-13,29.6,,34.4,
2009-10-14,29.6,,,
2009-10-15,29.6,24.7,,
2009-10-16,29.1,24,,
2009-10-17,29.7,24,,
2009-10-18,29.6,24.2,,
2009-10-19,29.6,24.4,35,
2009-10-20,29.5,,,
2009-10-21,29.4,24.4,,
2009-10-22,29.3,,35,
2009-10-23,28.7,,35,
2009-10-24,29.2,,,
2009-10-25,28.9,24.4,,
2009-10-26,29.2,24.1,,
2009-10-27,27.2,,,3
2009-10-28,26.2,23.8,30.1,6.1
2009-10-29,26.3,23.2,,31
2009-10-30,28.7,22.4,,3
2009-10-31,28.8,25.4,,0
2009-11-01,27.9,,32,
2009-11-02,27.5,,,
2009-11-03,26.9,,32,5.1
2009-11-04,25.3,,31,8.9
2009-11-05,25.6,22.7,29,114
2009-11-06,24.8,23.2,,42.9
2009-11-07,24.1,22.2,,104.9
2009-11-08,25.5,22.8,28.5,133.1
2009-11-09,25.8,23.2,27.4,45
2009-11-10,25.9,23.8,27,13
2009-11-11,27.5,,30.6,32
2009-11-12,28.6,24.5,32.6,0
2009-11-13,28.9,25.2,,
2009-11-14,26.3,,30.5,0.3
2009-11-15,24.3,23.8,25.6,57.9
2009-11-16,26.8,23.1,30.5,37.1
2009-11-17,27.9,23.5,31.5,0
2009-11-18,26.2,,31.1,4.1
2009-11-19,26.9,23.2,31.8,48
2009-11-20,27.7,24.9,31.6,0.5
2009-11-21,27,24.2,31.5,0
2009-11-22,27.4,24.6,31.8,
2009-11-23,27.2,24.7,31.3,
2009-11-24,27.3,,31.4,
2009-11-25,26.8,,31,0.3
2009-11-26,26.3,,30.4,0
2009-11-27,26,,30.7,
2009-11-28,25.7,22.6,30.1,
2009-11-29,25.3,22.7,29.4,
2009-11-30,25.3,,29.3,
2009-12-01,25.2,22.4,29.3,
2009-12-02,25.7,22.7,29.5,15
2009-12-03,24.9,,28.6,21.1
2009-12-04,24.9,,,34
2009-12-05,25.1,,,0.3
2009-12-06,24.8,21.1,29.4,0
2009-12-07,24.9,,29.5,
2009-12-08,25.9,21.9,29.6,
2009-12-09,26.1,,30,0.5
2009-12-10,25.4,21.9,29.8,0
2009-12-11,24.9,21.7,27.7,
2009-12-12,25.2,,29,1
2009-12-13,26,21.7,29.1,31
2009-12-14,25.8,,29.3,2
2009-12-15,24.4,22.7,27.8,8.9
2009-12-16,24.8,22.8,28.5,35.1
2009-12-17,22.9,21.5,,4.1
2009-12-18,25.6,21.7,28.7,10.9
2009-12-19,26.3,23.7,29.6,2
2009-12-20,26,,29.5,0.3
2009-12-21,25.7,21.7,28.7,40.9
2009-12-22,25.3,23.2,29,7.1
2009-12-23,25.6,23.5,28.6,0
2009-12-24,25.5,,29,
2009-12-25,24.9,21.7,29.1,
2009-12-26,24.6,,29,
2009-12-27,24.7,,29,
2009-12-28,24.5,21.1,29,
2009-12-29,24.6,20.5,29.3,
2009-12-30,24.7,21.2,29.5,
2009-12-31,24.9,,29.8,
2010-01-01,25,21.4,29.5,
2010-01-02,25.5,,29.5,
2010-01-03,24.4,,28.5,
2010-01-04,23.3,20,28.6,
2010-01-05,23.9,,29.5,
2010-01-06,24.9,19.8,29.8,
2010-01-07,26.1,23.4,29.5,0
2010-01-08,23.4,,25.2,0
2010-01-09,24.5,22.6,29,4.1
2010-01-10,25.5,22.5,29.6,0
2010-01-11,26.9,,31.5,
2010-01-12,27,23.7,31.4,
2010-01-13,27.4,24.4,32,
2010-01-14,26.9,24,31,
2010-01-15,25.7,,30.1,
2010-01-16,25.4,21.8,30.5,
2010-01-17,25.8,21.7,30.7,
2010-01-18,25.9,22.1,31.1,
2010-01-19,25.3,,29.8,
2010-01-20,24.9,,30,
2010-01-21,24.1,,29.6,
2010-01-22,23.8,,29.5,
2010-01-23,24.1,,29.4,
2010-01-24,24.3,19.8,29.9,0.3
2010-01-25,25,20.8,29.8,0.3
2010-01-26,25.8,21,31.2,0
2010-01-27,25.1,,29.6,
2010-01-28,25.2,,30.1,
2010-01-29,24.9,,30.3,
2010-01-30,25,,30.9,
2010-01-31,24.5,20.9,29.9,
2010-02-01,24.2,20,29.3,
2010-02-02,24.2,,29.9,
2010-02-03,24.2,,30,
2010-02-04,24.6,20,30,
2010-02-05,24.6,19.7,30,
2010-02-06,24.9,20.3,30.2,
2010-02-07,24.7,21,30.5,
2010-02-08,24.2,,31,
2010-02-09,24.4,19.5,30,
2010-02-10,26,,30.9,
2010-02-11,25.9,22.6,31.1,
2010-02-12,25.9,,31.3,0
2010-02-13,25.7,,31,
2010-02-14,25.9,21.7,31.5,
2010-02-15,26.6,,31.2,
2010-02-16,26.2,22.3,31.8,
2010-02-17,27,,31.9,
2010-02-18,27.4,,32.4,
2010-02-19,26.3,22.8,31.2,
2010-02-20,26.8,22.1,32.1,
2010-02-21,26.9,22.6,32.2,
2010-02-22,27.4,23.2,32.4,
2010-02-23,28.3,23.2,34.7,
2010-02-24,28.2,24.7,34.4,
2010-02-25,28.3,,34.5,
2010-02-26,27.8,,33.4,
2010-02-27,27.3,,33.2,
2010-02-28,28.1,,35.9,
2010-03-01,27.9,23.2,34.5,
2010-03-02,27.2,,35,
2010-03-03,26,20.4,32.6,
2010-03-04,26.8,20.7,33.8,
2010-03-05,28.1,22.7,35.1,
2010-03-06,28.7,24.8,35.4,
2010-03-07,29.1,25.7,36.1,
2010-03-08,28.3,,33.3,
2010-03-09,28.3,23.5,33.8,
2010-03-10,28,,33.4,
2010-03-11,27.8,,33.1,
2010-03-12,27.9,,33.1,
2010-03-13,27.9,23.8,33.2,
2010-03-14,28.5,,35,
2010-03-15,29.5,,36.7,
2010-03-16,28.8,,34.3,
2010-03-17,28.6,,34.3,
2010-03-18,27.8,,33.7,
2010-03-19,28.3,,35.1,
2010-03-20,29.1,,,
2010-03-21,29.1,23.7,,
2010-03-22,28.8,,36.2,
2010-03-23,28.8,,35.2,
2010-03-24,28.7,24.6,34.7,
2010-03-25,28.8,,34.2,
2010-03-26,29.7,,35.8,
2010-03-27,30.7,,36.6,
2010-03-28,30.5,,36.2,
2010-03-29,30.6,26.4,36.9,
2010-03-30,31.1,27.3,36.9,
2010-03-31,31.5,27.8,37.7,
2010-04-01,31.3,27.7,37.7,
2010-04-02,31.7,,38.3,
2010-04-03,31.1,27.8,36.4,
2010-04-04,29.6,,36.1,
2010-04-05,30.7,,35.7,
2010-04-06,31,27.1,36.5,
2010-04-07,30.6,26.8,35.4,
2010-04-08,30.6,26.8,35.6,
2010-04-09,31.2,26.6,36.2,
2010-04-10,31.3,26.5,37.8,
2010-04-11,31.2,26.7,37.8,
2010-04-12,31.9,27.7,38.6,
2010-04-13,30.8,28.3,37.2,
2010-04-14,31.6,28.2,36.8,
2010-04-15,30.7,28.1,35.3,
2010-04-16,30.8,,36.5,
